0.0,21818.64042552933,0.002155270521156069
1.0,2.1162242888241822E8,6.708529360083702
2.0,2.4784605469587818E8,6.565840900748823
3.0,2.3032746919363183E8,6.756426061230328
4.0,2.8593644373557264E8,9.255912622204356
5.0,3.03108499490903E8,8.903255037234487
6.0,2.5894009782829264E8,7.603095070819094
7.0,2.6059454761198956E8,8.13675873605456
8.0,2.407936959363792E8,7.3976622769510865
9.0,2.3282126711048618E8,7.0319362720521195
10.0,2.110075895687739E8,6.398272380795691
11.0,2.523864615560689E8,7.985621551801809
12.0,2.5336207235043672E8,8.016730879182823
13.0,2.183480089547236E8,7.186104518747073
14.0,1.733178507930336E8,5.956968119886546
15.0,1.6525343160275638E8,5.7020573133027685
16.0,1.7449476670820346E8,5.811923341472787
17.0,1.7908137615763143E8,5.883880192794205
18.0,1.7737625532374617E8,6.009326650270621
19.0,1.7585221328151292E8,5.867868195881562
20.0,1.4641627843372744E8,5.011744054320943
21.0,1.3634699178581738E8,4.753628666369399
22.0,1.3134194110041897E8,4.598384768504603
23.0,1.335852112213478E8,4.597307586433624
24.0,1.4336714507576483E8,4.975467046701302
25.0,1.237351695790561E8,4.360422817122252
26.0,1.1532533810614266E8,4.1444060263136775
27.0,9.634758631719507E7,3.5174220421687807
28.0,8.156586369439456E7,3.049256229194165
29.0,8.86722391166015E7,3.261445478710472
30.0,8.258659364684111E7,3.0406057301612295
31.0,8.931342667674898E7,3.2934371624609615
32.0,8.856774733208969E7,3.3260469153228676
33.0,8.324488641318691E7,3.1960510664936255
34.0,7.315433167561595E7,2.83094716445645
35.0,7.918589520056872E7,3.0428807072617086
36.0,7.945854366757989E7,3.07414865846862
37.0,7.216933763331778E7,2.8161491825689002
38.0,6.218547578951231E7,2.4429396586383283
39.0,5.392942205568914E7,2.1374389965076106
40.0,5.4235110784819365E7,2.1695742495038335
41.0,6.0469187794326395E7,2.40820813325622
42.0,6.237748882450418E7,2.495284035562656
43.0,6.120388540290229E7,2.472883218620048
44.0,5.558549081227237E7,2.2769789368400053
45.0,4.830421887761751E7,2.0100129133917863
46.0,4.245914775021901E7,1.7786347840768684
47.0,5.4733012910847016E7,2.2911544911395114
48.0,5.766949376342812E7,2.41524638786495
49.0,5.389420203007406E7,2.2820703030742098
50.0,4.658417681262423E7,1.9895699220692045
51.0,4.205809765509264E7,1.8085263474918023
52.0,5.016805090847415E7,2.1504914055003126
53.0,4.513120972013591E7,1.9485916910421197
54.0,4.484705253711824E7,1.9522315238718502
55.0,4.7190283587509416E7,2.046140380515448
56.0,4.9868531474128224E7,2.175385726714342
57.0,4.740414838330658E7,2.087763010276037
58.0,4.374863245937116E7,1.9372707023590037
59.0,3.6663747135633856E7,1.6281967996564553
60.0,3.496188855838832E7,1.546389407328758
61.0,3.822904433018489E7,1.6937596284766392
62.0,4.227480323268236E7,1.8901488692360013
63.0,4.051978793621659E7,1.8173843836344492
64.0,3.9135245068594225E7,1.7600281333558834
65.0,3.6829992410137095E7,1.671149413443837
66.0,3.5286374302919924E7,1.5999091840469164
67.0,4.133509495513511E7,1.8608546930405705
68.0,3.941493120088057E7,1.7934658649144946
69.0,4.007867310682564E7,1.822900169499798
70.0,4.064127431537068E7,1.852270963078126
71.0,3.670945861788579E7,1.682135214741073
72.0,3.55860337689571E7,1.632086988361744
73.0,3.444016880148982E7,1.5890573188123533
74.0,3.641948176984955E7,1.6692020764414541
75.0,3.916455102241574E7,1.802419728404127
76.0,3.714905725837449E7,1.7224215658433943
77.0,3.1889646789894976E7,1.4876965702275542
78.0,3.011999576550132E7,1.4047895179191616
79.0,3.1546313674711384E7,1.4779036792684614
80.0,3.0688045959644765E7,1.446958812608336
81.0,3.262340431378668E7,1.5375809099831905
82.0,3.275965258251433E7,1.5356579323968191
83.0,3.6458644390514836E7,1.7107621726853761
84.0,3.432036093488573E7,1.6186800581235965
85.0,3.2252490294673562E7,1.526657588865026
86.0,2.8596521297279775E7,1.3573716245273162
87.0,2.569039180694025E7,1.2250793343655055
88.0,2.4956346087090936E7,1.189505827604719
89.0,2.7777888191091098E7,1.3244996236712072
90.0,2.7042829320024382E7,1.2943844735446546
91.0,2.7376700424623296E7,1.3094968195872945
92.0,2.7602798987363316E7,1.3253638516368418
93.0,2.7493746154756576E7,1.322442831574855
94.0,2.890510092411779E7,1.393134733374618
95.0,2.5713184286955513E7,1.2422480769149122
96.0,2.304036438321854E7,1.118532585069477
97.0,2.162655910669293E7,1.0521921150141658
98.0,2.4658607931737192E7,1.1945121640008571
99.0,2.7750826264788643E7,1.3483189020264403
100.0,2.6078023166746065E7,1.2739263364294717
101.0,2.1378736736047484E7,1.046800051875785
102.0,1.9885442140303183E7,0.9766694899210937
103.0,2.1763428171977222E7,1.0657709297381333
104.0,2.3639390154798932E7,1.1604258103819567
105.0,2.3303841519460127E7,1.147362533023825
106.0,2.196170455310791E7,1.083336912479421
107.0,2.3010058196260635E7,1.134509025673083
108.0,2.4044226125368014E7,1.1900204910176149
109.0,2.283488541305582E7,1.1270988917598428
110.0,2.318700807855887E7,1.1452049312952741
111.0,2.21459845994258E7,1.0960953104010627
112.0,2.1779221354359765E7,1.0803446493676652
113.0,2.1430383382934768E7,1.06750139081732
114.0,2.067133323857762E7,1.0304049565131068
115.0,2.024344201606732E7,1.011131656058522
116.0,1.899834985039963E7,0.9491491541442113
117.0,2.0764201652758665E7,1.0358373230119942
118.0,2.1102488183301542E7,1.0557951884528263
119.0,2.000531995652497E7,1.0026124768462568
120.0,2.0283181584462926E7,1.0164396615583915
121.0,2.1593033825609673E7,1.0828058581658482
122.0,2.194240690563018E7,1.1002283839522948
123.0,2.075040245783898E7,1.0431052508506027
124.0,2.0384141814424623E7,1.023412832293173
125.0,2.0242655577853218E7,1.0163714406635451
126.0,2.105044182988083E7,1.0601903144058984
127.0,2.0241604748105925E7,1.0195089243156736
128.0,1.8360303354147457E7,0.9273964476114008
129.0,1.7270535239327103E7,0.8734337157036296
130.0,1.6868732079440378E7,0.8532436333030574
131.0,1.6493945071788155E7,0.8355963386592291
132.0,1.70368558276137E7,0.8616693406020847
133.0,1.747250843689572E7,0.885988504373243
134.0,1.8708334134741962E7,0.9484070223877449
135.0,1.936834481829519E7,0.983385796473513
136.0,1.6719511360162148E7,0.8499527969630911
137.0,1.5045751970998261E7,0.7675399975601572
138.0,1.4540593814982833E7,0.7412566165351288
139.0,1.6240286432143206E7,0.8273083589019794
140.0,1.765483670347876E7,0.8999769267709413
141.0,1.799468863508396E7,0.9187495042784899
142.0,1.689974464539592E7,0.8624888209757796
143.0,1.6265243609204322E7,0.8301494453528874
144.0,1.632721381532853E7,0.833465170157509
145.0,1.515069800284195E7,0.7758291528668143
146.0,1.3928573659022331E7,0.713521995165288
147.0,1.5677516121756919E7,0.8022250786193622
148.0,1.7184397352933258E7,0.8805238374513337
149.0,1.5258337546124697E7,0.7831387878463403
150.0,1.3960271602039568E7,0.7181841830496246
151.0,1.056296866579569E7,0.5446441347718234
152.0,1.8757860398395233E7,0.9621381859440107
153.0,1.8686821679350987E7,0.9586506660765362
154.0,1.7357355780143864E7,0.8919448117535246
155.0,1.4673776765875498E7,0.7551604527653625
156.0,1.4033554695453348E7,0.7229986519174784
157.0,1.3865528049422033E7,0.7145860053914568
158.0,1.4609746556009375E7,0.7526281843251402
159.0,1.4878660015854284E7,0.7668096209475245
160.0,1.4318319282482108E7,0.7382092487815841
161.0,1.40087977002021E7,0.7231292114123019
162.0,1.4172191272292698E7,0.7324078507109245
163.0,1.3578905404153913E7,0.7026266219342243
164.0,1.3215263703399558E7,0.6841255523293924
165.0,1.3836821681196619E7,0.7157581414860316
166.0,1.3641401246466165E7,0.7068244539788603
167.0,1.3110806581509354E7,0.6792655528632744
168.0,1.301344348292084E7,0.6758963120932523
169.0,1.221860254181917E7,0.6347968955928998
170.0,1.2495803743943572E7,0.6496393903162999
171.0,1.2584719965864532E7,0.6539313683628918
172.0,1.3512813784691423E7,0.7027017767232505
173.0,1.2974616170704601E7,0.6756678624631177
